,"Signed 3-yr/$100M contract July 15, 2025."
Jesse Edwards,"Signed two-way contract July 9, 2024."
Player,Notes
Zion Williamson,"Signed 5-yr/$193M extension July 6, 2022."
Jordan Poole,"Traded from WAS to NOP July 6, 2025."
,"Traded from GSW to WAS July 6, 2023."
,"Signed 4-yr/$140M rookie scale extension October 15, 2022."
Dejounte Murray,"Traded from ATL to NOP July 6, 2024."
,2027-28 is a player option.
,"Signed 4-yr/$114M contract extension July 9, 2023."
Trey Murphy III,"Signed 4-yr/$112M contract extension October 21, 2024."
Herbert Jones,"Signed 3-yr/$68M contract July 14, 2025."
,"Signed 4-yr/$56M contract July 6, 2023."
Jeremiah Fears,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 5, 2025."
Saddiq Bey,"Traded from WAS to NOP July 6, 2025."
,"Signed 3-yr/$19M contract July 11, 2024."
Derik Queen,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 5, 2025."
Jordan Hawkins,"Option exercised October 4, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$21M rookie scale contract July 3, 2023."
Jose Alvarado,2026-27 is a player option.
,"Signed 2-yr/$9M contract extension September 30, 2024."
Yves Missi,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 8, 2024."
Elfrid Payton,2025-26 is a team option.
,"Signed for remainder of season April 11, 2025."
Brandon Boston Jr.,"Signed 2-yr contract February 27, 2025."
Karlo Matkovi_,2026-27 is a team option.
,"Signed 3-yr/$5.4M contract July 13, 2024."
Hunter Dickinson,"Signed two-way contract July 3, 2025."
Trey Alexander,"Signed two-way contract July 3, 2025."
Kevon Looney,"Signed 2-yr/$16M contract July 7, 2025."
Micah Peavy,2028-29 is a team option.
,2027-28 is not guaranteed.
,"Signed 4-yr/$8.7M contract July 7, 2025."
Player,Notes
Karl-Anthony Towns,"Traded from MIN to NYK October 2, 2024."
,2027-28 is a player option.
,"Signed 4-yr/$224M contract July 7, 2022."
OG Anunoby,2028-29 is a player option.
,"Signed 5-yr/$212.5M contract July 6, 2024."
Jalen Brunson,2028-29 is a player option.
,"Signed 4-yr/$157M contract July 12, 2024."
Mikal Bridges,"Traded from BRK to NYK July 6, 2024."
,"Traded from PHO to BRK February 9, 2023."
,"Signed 4-yr/$90M extension October 18, 2021."
Josh Hart,"Signed 4-yr/$81M contract extension August 10, 2023."
Mitchell Robinson,"Signed 4-yr/$60M contract July 12, 2022."
Miles McBride,"Signed 3-yr/$13M contract extension December 30, 2023."
P.J. Tucker,2025-26 is a team option.
,"Signed 2-year minimum contract March 28, 2025."
Pacome Dadiet,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 3, 2024."
Tyler Kolek,2027-28 is a team option.
,"Signed 4-yr/$9M contract July 4, 2024."
Ariel Hukporti,"Option exercised June 29, 2025."
,2025-26 is a team option.
,"Signed 2-yr/$5.7M contract November 5, 2024."
Guerschon Yabusele,2026-27 is a player option.
,"Signed 2-yr/$11.7M contract July 6, 2025."
Jordan Clarkson,"Signed 1-yr minimum contract July 7, 2025."
Player,Notes
Shai Gilgeous-Alexander,"Signed 5-yr/$179M extension August 6, 2021."
Isaiah Hartenstein,2026-27 is a team option.
,"Signed 3-yr/$87M contract July 6, 2024."
Alex Caruso,"Signed 4-yr/$81M contract extension December 22, 2024."
Luguentz Dort,2026-27 is a team option.
,"Signed 5-yr/$82.5M contract July 6, 2022."
Chet Holmgren,"Option exercised October 23, 2024."
,"Option exercised October 21, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 1, 2022."
Isaiah Joe,"Signed 4-yr/$48M contract July 7, 2024."
Aaron Wiggins,"Signed 5-yr/$47M contract July 7, 2024."
Kenrich Williams,2026-27 is a team option.
,"Signed 4-yr/$27M extension July 20, 2022."
Ousmane Dieng,"Option exercised October 23, 2024."
,"Option exercised October 21, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 5, 2022."
Jalen Williams,"Option exercised October 23, 2024."
,"Option exercised October 21, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 1, 2022."
Cason Wallace,"Option exercised October 23, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$24M rookie scale contract July 7, 2023."
Nikola Topi_,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 6, 2024."
Thomas Sorber,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 3, 2025."
Dillon Jones,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 6, 2024."
Jaylin Williams,2027-28 is a team option.
,"Signed 3-yr/$24M contract extension June 29, 2025."
Brooks Barnhizer,"Signed two-way contract July 3, 2025."
Ajay Mitchell,"Signed 3-yr/$9M contract July 6, 2025."
Branden Carlson,"Signed two-way contract February 6, 2025."
Player,Notes
Franz Wagner,"Signed 5-yr/$224M contract July 6, 2024."
Desmond Bane,"Traded from MEM to ORL June 15, 2025."
,"Signed 5-yr/$206M contract extension July 8, 2023."
Jalen Suggs,"Signed 5-yr/$151M contract extension October 21, 2024."
Paolo Banchero,"Option exercised October 4, 2024."
,"2024-25 option exercised October 4, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 1, 2022."
Jonathan Isaac,"Signed 4-yr/$59M contract extension July 6, 2024."
Wendell Carter Jr.,"Signed extension October 8, 2024."
,"Signed 4-yr/$50M extension October 16, 2021."
Goga Bitadze,"Signed 3-yr/$25M contract July 6, 2024."
Anthony Black,"Option exercised October 4, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$33M rookie scale contract July 1, 2023."
Jett Howard,"Option exercised October 4, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$23M rookie scale contract July 1, 2023."
Moritz Wagner,"Signed 1-yr/$5M contract July 7, 2025."
Tristan Da Silva,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 6, 2024."
Jase Richardson,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 3, 2025."
Caleb Houstan,2025-26 is a team option.
,2024-25 is not guaranteed.
,"Signed 4-yr/$8.2M contract July 10, 2022."
Noah Penda,2028-29 is a team option.
,2027-28 is a not guaranteed.
,"Signed 4-yr/$8.7M contract July 4, 2025."
Tyus Jones,"Signed 1-yr/$7M contract July 6, 2025."
Orlando Robinson,"Signed two-way contract July 21, 2025."
Player,Notes
Joel Embiid,"Player option voided and extension signed September 19, 2024."
,2026-27 is a player option.
,"Signed 4-yr/$208.5M extension contract August 17, 2021."
Paul George,2027-28 is a player option.
,"Signed 4-yr/$212M contract July 6, 2024."
Tyrese Maxey,"Signed 5-yr/$204M contract July 7, 2024."
VJ Edgecombe,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 1, 2025."
Kelly Oubre Jr.,"Option exercised June 29, 2025."
,2025-26 is a player option.
,"Signed 2-yr/$16M contract July 7, 2024."
Andre Drummond,"Option exercised June 27, 2025."
,2025-26 is a player option.
,"Signed 2-yr/$10M contract July 7, 2024."
Jared McCain,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 4, 2024."
Lonnie Walker IV,2025-26 is a team option.
,"Signed 2-yr/$3.7M contract February 21, 2025."
Jared Butler,2025-26 is a team option.
,"Signed 2-yr minimum contract February 13, 2025."
Ricky Council IV,2024-25 and 2025-26 are not guaranteed and 2026-27 is a team option.
,"Signed 4-yr/$7.4M contract April 13, 2024."
Adem Bona,2027-28 is a team option.
,"Signed 4-yr/$8M contract July 21, 2024."
Dominick Barlow,"Signed two-way contract July 9, 2025."
Igor Milicic,"Signed Exhibit 10 contract July 8, 2025."
Justin Edwards,2027-28 is not guaranteed.
,"Signed 3-yr/$7M contract July 6, 2025."
Kyle Lowry,"Signed 1-yr contract July 7, 2025."
Jabari Walker,"Signed two-way contract July 5, 2025."
Trendon Watford,2026-27 is a team option.
,"Signed 2-yr/$5.3M contract July 2, 2025."
Johni Broome,2028-29 is a team option.
,2027-28 is not guaranteed.
,"Signed 4-yr/$8.7M contract July 1, 2025."
Hunter Sallis,"Signed two-way contract July 1, 2025."
Eric Gordon,"Signed 1-yr minimum contract July 1, 2025."
Player,Notes
Devin Booker,"Signed 4-yr/$224M extension July 6, 2022."
Jalen Green,"Traded from HOU to PHO July 6, 2025."
,2027-28 is a player option.
,"Signed 3-yr/$105M contract extension October 21, 2024."
Dillon Brooks,"Traded from HOU to PHO July 6, 2025."
,"Traded from MEM to HOU July 8, 2023."
,"Signed 4-yr/$86M contract July 8, 2023."
Grayson Allen,2027-28 is a player option.
,"Signed 4-yr/$70M contract extension April 15, 2024."
Royce O'Neale,"Signed 4-yr/$42M contract July 6, 2024."
Mark Williams,"Traded from CHO to PHO June 30, 2025."
,"Option exercised October 30, 2024."
,"Option exercised October 31, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 2, 2022."
Khaman Maluach,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 7, 2025."
Nick Richards,"Traded from CHO to PHO January 15, 2025."
,2025-26 is not guaranteed.
,"Signed 3-yr/$15M contract extension March 22, 2023."
Ryan Dunn,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 2, 2024."
Jordan Goodwin,"Claimed by PHO July 23, 2025."
,"Waived July 20, 2025."
,"Option exercised June 28, 2025."
,2025-26 is a team option.
,"Signed 2-year minimum contract March 27, 2025."
Oso Ighodaro,2027-28 is a team option.
,2026-27 is partially guaranteed.
,"Signed 4-yr/$7.9M contract July 4, 2024."
Isaiah Livers,"Signed two-way contract July 8, 2025."
Rasheer Fleming,2028-29 is a team option.
,"Signed 4-yr/$8.7M contract July 7, 2025."
Koby Brea,"Signed two-way contract July 7, 2025."
CJ Huntley,"Signed two-way contract July 3, 2025."
Collin Gillespie,"Signed 1-yr minimum contract July 2, 2025."
Nigel Hayes-Davis,"Signed 1-yr minimum contract July 9, 2025."
Bradley Beal,"Waived by PHO July 16, 2025."
,"Traded from WAS to PHO June 23, 2023."
,2026-27 is a player option.
,"Signed 5-yr/$251M contract July 6, 2022."
Nassir Little,"Waived August 27, 2024."
,"Traded from POR to PHO September 27, 2023."
,"Signed 4-yr/$28M contract extension October 17, 2022."
E.J. Liddell,"Waived August 27, 2024."
,"Traded from ATL to PHO July 29, 2024."
,"Traded from NOP to ATL July 6, 2024."
,2025-26 is a team option.
,"Signed 3-yr/$6.2M contract July 6, 2023."
Player,Notes
Jrue Holiday,"Traded from BOS to POR July 7, 2025."
,"Signed 4-yr/$135M contract extension April 11, 2024."
Jerami Grant,2027-28 is a player option.
,"Signed 5-yr/$160M contract July 9, 2023."
Deni Avdija,"Traded from WAS to POR July 6, 2024."
,"Signed 4-yr/$55M contract extension October 23, 2023."
Robert Williams,"Traded from BOS to POR October 1, 2023."
,"Signed 4-yr/$48M contract extension August 24, 2021."
Matisse Thybulle,"Exercised player option June 24, 2025."
,2025-26 is a player option.
,"Signed 3-yr/$33M contract July 7, 2023."
Scoot Henderson,"Option exercised October 19, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$44M rookie scale contract July 1, 2023."
Shaedon Sharpe,"Option exercised October 19, 2024."
,"Option exercised October 10, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 1, 2022."
Donovan Clingan,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 4, 2024."
Yang Hansen,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 1, 2025."
Kris Murray,"Option exercised October 19, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$14M rookie scale contract July 1, 2023."
Toumani Camara,"Traded from PHO to POR September 27, 2023."
,"Signed 4-yr/$7.6M entry level contract July 3, 2023."
Rayan Rupert,"Option exercised June 28, 2025."
,2025-26 is a team option.
,"Signed 3-yr/$5M contract July 4, 2023."
Duop Reath,"Signed 3-yr/$6M contract February 16, 2024."
Caleb Love,"Signed two-way contract July 1, 2025."
Damian Lillard,2027-28 is a player option.
,"Signed 3-yr/$41M contract July 19, 2025."
Sidy Cissoko,"Signed two-way contract February 8, 2025."
Blake Wesley,"Signed 1-yr contract July 21, 2025."
Deandre Ayton,"Waived June 29, 2025."
,"Traded from PHO to POR September 27, 2023."
,"Signed 4-yr/$133M contract July 15, 2022."
Didi Louzada,"Waived August 29, 2022 with stretch provision."
,"Traded from NOP to POR February 8, 2022."
,2023-24 and 2024-25 are not guaranteed.
,"Signed 4-yr/$7.7M contract August 13, 2021."
Player,Notes
Zach LaVine,"Traded from CHI to SAC February 3, 2025."
,2026-27 is a player option.
,"Signed 5-yr/$215M contract July 7, 2022."
Domantas Sabonis,"Signed 4-yr/$195M contract extension July 6, 2023."
DeMar DeRozan,"Traded from CHI to SAC July 8, 2024."
,"Signed 3-yr/$70M contract July 8, 2024."
Malik Monk,2027-28 is a player option.
,"Signed 4-yr/$78M contract July 6, 2024."
Keegan Murray,"Option exercised October 3, 2024."
,"Option exercised October 21, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 2, 2022."
Dario _ari_,"Traded from DEN to SAC July 13, 2025."
,"Exercised player option June 23, 2025."
,2025-26 is a player option.
,"Signed 2-yr/$10.6M contract July 12, 2024."
Devin Carter,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 9, 2024."
Nique Clifford,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 3, 2025."
Terence Davis,"Signed for remainder of season April 9, 2025."
Keon Ellis,"Option exercised June 29, 2025."
,2024-25 is non-guaranteed and 2025-26 is a team option.
,"Signed 3-yr/$5.5M contract February 9, 2024."
Isaac Jones,"Option exercised June 28, 2025."
,2025-26 is a team option.
,"Signed 2-year minimum contract March 22, 2025."
Maxime Raynaud,2027-28 is a team option.
,Signed 3-yr/$5.9M contract.
Dylan Cardwell,"Signed two-way contract July 2, 2025."
Drew Eubanks,"Signed 1-yr minimum contract July 8, 2025."
Dennis Schröder,2027-28 is partially guaranteed.
,"Signed 3-yr/$44M contract July 7, 2025 with DET and immediately traded to SAC."
Isaiah Stevens,"Signed two-way contract July 8, 2025."
Player,Notes
De'Aaron Fox,"Traded from SAC to SAS February 3, 2025."
,"Signed 5-yr $163M max extension November 24, 2020."
Devin Vassell,"Signed 5-yr/$135M rookie scale extension October 3, 2023."
Harrison Barnes,"Traded from SAC to SAS July 8, 2024."
,"Signed 3-yr/$54M contract extension June 29, 2023."
Keldon Johnson,"Signed 4-yr/$80M contract extension July 18, 2022."
Kelly Olynyk,"Traded from WAS to SAS July 9, 2025."
,"Traded from NOP to WAS July 6, 2025."
,"Traded from TOR to NOP February 6, 2025."
,"Signed 2-yr/$26M contract March 4, 2024."
Victor Wembanyama,"Option exercised October 18, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$55M rookie scale contract July 1, 2023."
Dylan Harper,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 3, 2025."
Luke Kornet,2028-29 is a team option.
,2027-28 is partially guaranteed.
,"Signed 4-yr/$40.7M contract July 7, 2025."
Stephon Castle,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 2, 2024."
Jeremy Sochan,"Option exercised October 18, 2024."
,"Option exercised October 23, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 8, 2022."
Carter Bryant,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 3, 2025."
Julian Champagnie,2026-27 is a team option.
,"Signed 4-yr/$12M contract July 6, 2023."
Charles Bassey,"Signed 1-yr minimum contract July 17, 2024."
Jordan McLaughlin,"Signed 1-yr minimum contract July 12, 2025."
David Jones García,"Signed two-way contract July 23, 2025."
Player,Notes
Scottie Barnes,"Signed 5-yr/$224M contract July 8, 2024."
Brandon Ingram,2027-28 is a player option.
,"Signed 3-yr/$120M contract extension February 12, 2025."
Immanuel Quickley,"Signed 5-yr/$175M contract July 8, 2024."
RJ Barrett,"Traded from NYK to TOR December 30, 2023."
,"Signed 4-yr/$120M contract extension on September 1, 2022."
Jakob Poeltl,"Option exercised and extension signed July 7, 2025."
,2026-27 is a player option.
,"Signed 4-yr/$78M contract July 6, 2023."
Ochai Agbaji,"Option exercised October 29, 2024."
,"Traded from UTA to TOR February 8, 2024."
,"Option exercised October 23, 2023."
,"Traded from CLE to UTA September 3, 2022."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 2, 2022."
Collin Murray-Boyles,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 1, 2025."
Gradey Dick,"Option exercised October 29, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$21M rookie scale contract July 2, 2023."
Ja'Kobe Walter,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 4, 2024."
A.J. Lawson,2025-26 is a team option.
,"Signed for remainder of season April 12, 2025."
Colin Castleton,2025-26 is a team option.
,"Signed for remainder of season April 13, 2025."
Jamal Shead,2026-27 is a team option.
,"Signed 3-yr/$6M contract July 4, 2024."
Jonathan Mogbo,2026-27 is a team option.
,"Signed 3-yr/$6M contract July 4, 2024."
Jamison Battle,2025-26 and 2026-27 not guaranteed.
,"Signed 3-yr/$4.7M contract February 7, 2025."
Garrett Temple,"Signed 1-yr/$3.6M contract July 1, 2025."
Chucky Hepburn,"Signed two-way contract July 1, 2025."
Sandro Mamukelashvili,2026-27 is a player option.
,"Signed 2-yr/$5.3M contract July 3, 2025."
David Roddy,"Signed Exhibit 10 contract July 10, 2025."
Alijah Martin,"Signed two-way contract July 10, 2025."
Ulrich Chomche,"Signed two-way contract July 9, 2024."
Player,Notes
Lauri Markkanen,"Signed 4-yr/$196M contract August 7, 2024."
Collin Sexton,"Signed 4-yr/$72M contract with CLE September 3, 2022 as part of a sign and trade deal with UTA."
Kyle Anderson,"Traded from MIA to UTA July 7, 2025."
,"Traded from GSW to MIA February 6, 2025."
,2026-27 is not guaranteed.
,"Traded from MIN to GSW July 6, 2024."
,"Signed 3-yr/$28M contract July 6, 2024."
Ace Bailey,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 2, 2025."
KJ Martin,"Traded from DET to UTA February 6, 2025."
,"Traded from PHI to DET February 6, 2025."
,2025-26 is not guaranteed.
,"Signed 2-yr/$16M contract July 15, 2024."
Taylor Hendricks,"Option exercised October 21, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$25M rookie scale contract July 2, 2023."
Cody Williams,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 2, 2024."
Walker Kessler,"Option exercised October 21, 2024."
,"Option exercised October 23, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 9, 2022."
Keyonte George,"Option exercised October 21, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$19M rookie scale contract July 2, 2023."
Kevin Love,"Traded from MIA to UTA July 7, 2025."
,"Signed 2-yr/$8M contract July 6, 2024."
Walter Clayton,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 2, 2025."
Svi Mykhailiuk,"Signed 4-yr/$15M contract August 10, 2024."
Kyle Filipowski,"Signed 4-yr/$12M contract August 12, 2024."
Brice Sensabaugh,"Option exercised October 21, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$12.6M rookie scale contract July 2, 2023."
Isaiah Collier,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 2, 2024."
RJ Luis,"Signed two-way contract July 7, 2025."
Elijah Harkless,"Signed two-way contract January 1, 2025."
Jordan Clarkson,"Waived July 1, 2025."
,"Signed 2-yr contract extension July 7, 2023."
Player,Notes
Khris Middleton,"Exercised player option June 23, 2025."
,"Traded from MIL to WAS February 6, 2025."
,2025-26 is a player option.
,"Signed 3-yr/$102M contract July 6, 2023."
CJ McCollum,"Traded from NOP to WAS July 6, 2025."
,"Signed 2-yr/$64M contract extension September 26, 2022."
Corey Kispert,2028-29 is a team option.
,"Signed 4-yr/$54M contract extension October 21, 2024."
Alex Sarr,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 6, 2024."
Bilal Coulibaly,"Option exercised October 29, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$30M rookie scale contract July 2, 2023."
Malaki Branham,"Traded from SAS to WAS July 9, 2025."
,"Option exercised October 18, 2024."
,"Option exercised October 23, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 8, 2022."
Bub Carrington,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 7, 2024."
Cam Whitmore,"Traded from HOU to WAS July 6, 2025."
,"Option exercised October 30, 2024."
,2025-26 and 2026-27 are team options.
,"Signed 4-yr/$16M rookie scale contract July 3, 2023."
Will Riley,2027-28 and 2028-29 are team options.
,"Signed rookie scale contract on July 5, 2025."
AJ Johnson,"Traded from MIL to WAS February 6, 2025."
,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 5, 2024."
Kyshawn George,2026-27 and 2027-28 are team options.
,"Signed rookie scale contract on July 6, 2024."
Justin Champagnie,"Signed 4-yr/$10M contract March 3, 2025."
Jaylen Martin,"Signed two-way contract February 8, 2025."
Tristan Vukcevic,"Signed two-way contract July 10, 2025."
Marvin Bagley III,"Signed 1-yr minimum contract July 10, 2025."
Jamir Watkins,"Signed two-way contract July 6, 2025."
Marcus Smart,"Waived July 20, 2025."
,"Traded from MEM to WAS February 6, 2025."
,"Traded from BOS to MEM June 23, 2023."
,"Signed 4-yr/$76M contract extension August 21, 2021."
Blake Wesley,"Waived July 19, 2025."
,"Traded from SAS to WAS July 9, 2025."
,"Option exercised October 18, 2024."
,"Option exercised October 23, 2023."
,2024-25 and 2025-26 are team options.
,"Signed rookie scale contract on July 5, 2022."
